t u u_err g g_err r r_err i i_err z z_err Y Y_err
42.42424242424243 29.75598424863933 0.33396207059520655 28.013946575119288 0.32964125656641907 26.717946263539748 0.26586529347191235 26.545584525302502 0.2271160702338023 27.270376893431397 0.23714313814085364 26.57725610101633 0.2012160302438557
43.43434343434344 29.82431131700956 0.33593088737443866 28.089426444832615 0.33217958694078065 26.773625267720632 0.26623306204851066 26.5939374761691 0.2274063792559905 27.324191206363736 0.23786022236150822 26.60026143528163 0.20424659324894323
44.44444444444445 29.89283542535377 0.3355378575961194 28.165128266162167 0.3318127754561445 26.82999394939135 0.2641191980838382 26.642849909585014 0.22554775031826652 27.378372871676024 0.23631101021740436 26.624082321991672 0.20635719795503843
45.45454545454546 29.961602022377548 0.3327251831669597 28.24110221231696 0.32846863282971056 26.887080602522698 0.25928813911509985 26.692347052851353 0.22134435955323395 27.4329541854948 0.23235880282787635 26.648721686002308 0.2073935162929263
46.46464646464647 30.030657364887727 0.3275134783810538 28.31739935886578 0.32215707440864405 26.944915120013622 0.25157252956158027 26.742455451852194 0.2146573272207101 27.48796845824985 0.22592442028888754 26.674184054709176 0.20726877196302484
47.47474747474748 30.1000485480983 0.32001817671975946 28.39407171718416 0.3129899379362003 27.003529009251523 0.24088802560818465 26.793202985253043 0.2054168959683474 27.54345003488639 0.21699950541041876 26.700475555315705 0.20597773512657963
48.484848484848484 30.169823536787284 0.310468035891596 28.471172268854644 0.30120494320788166 27.062955409254318 0.22724854078546514 26.84461888000821 0.19363497013283726 27.59943431610698 0.20566213490169077 26.727603913642874 0.20360790583007882
49.494949494949495 30.240031197331184 0.2992274494011189 28.548755001044032 0.2871977008816865 27.123229109408403 0.21078765606404504 26.89673372818731 0.17942274891822144 27.655957780656035 0.19209949690891215 26.755578454480627 0.20034925382595903
50.505050505050505 30.31072133063138 0.286822954590913 28.626874942875638 0.2715654491535611 27.184386569806126 0.19179486837370188 26.94957950512741 0.1630207049203034 27.71305800866009 0.17664477278301458 26.78441010347553 0.19650198148479425
51.515151515151516 30.381944705959437 0.2739712156856806 28.705588202826167 0.25516395718127166 27.246465943201727 0.17078287375578557 27.003189588924602 0.14485468633505985 27.770773706039304 0.1598400383937679 26.814111390554956 0.19247915533998214
52.525252525252526 30.45375309573938 0.2615989349732362 28.784952007168002 0.23917018715785324 27.30950709859331 0.14861872977347554 27.05759878127464 0.12564686189427707 27.829144730005446 0.14254365010467465 26.844696454889508 0.188797548739573
53.535353535353536 30.526199311293958 0.25083280733668867 28.865024739484344 0.22511894814278519 27.373551646449048 0.12678135350282654 27.112843329677062 0.10663904293776666 27.888212115662625 0.12610008344095758 26.876181051393566 0.18604650628782451
54.54545454545455 30.59933723957564 0.2429224922658575 28.94586598128309 0.21483504476204868 27.438642965592123 0.10781160798808608 27.16896095101618 0.09000190381285017 27.948018103729417 0.11253462498559799 26.908582558767748 0.1848241457393949
55.55555555555556 30.673221880907796 0.23905798557290894 29.027536553735743 0.2101431215396774 27.50482623175993 0.09569599350037429 27.225990856533038 0.07924067157021594 28.00860616939768 0.10449612594523451 26.941919989086472 0.18563787641098828
56.56565656565657 30.74783180551185 0.2399350252215695 29.11001254805943 0.21211005898610832 27.572066120802877 0.09427963735834152 27.283903696600234 0.0778657092834727 28.069952230585493 0.10407176550968009 26.976160915163863 0.18870977946651454
57.57575757575758 30.822405218422844 0.2445140902248457 29.1924490645585 0.21919380936283298 27.63953787368677 0.1012674658233085 27.34199831617098 0.08394049018463935 28.13137386104943 0.10958820563429968 27.010761068730485 0.19333352743169896
58.58585858585859 30.895766847743495 0.2511101267400771 29.27354263302279 0.2289123234934253 27.705974419980315 0.11139888076931907 27.39919723330039 0.09281259549477337 28.191820368438766 0.11774784621914847 27.044888343425598 0.19849621880614715
59.5959595959596 30.966735717295258 0.2584082410060846 29.35198345982981 0.23939487109056412 27.77010310579388 0.12114506881495675 27.45441818593773 0.10137794331235978 28.2502361871644 0.12618339947307292 27.077707397566485 0.2034545139055082
60.60606060606061 31.034128366879763 0.265599598478956 29.426459001293434 0.24955145534342923 27.830649183795437 0.12889690257827036 27.506577098829162 0.1082437562858227 28.30556376528422 0.13368234676586804 27.108381958844717 0.20778214188388355
61.61616161616162 31.096757494558716 0.27238180892582176 29.495652457939315 0.25900757813204667 27.88633435468025 0.13436264239384377 27.55458684293169 0.11316732467774797 28.35674235282307 0.13994019378552908 27.136073870430224 0.21136122225558399
62.62626262626263 31.15343059573446 0.278899252723589 29.558241265236735 0.2679737581215088 27.935875305770132 0.13817688054229968 27.597355992352618 0.11670034950985463 28.402706787464105 0.14532020398628662 27.159942135629574 0.2143506608823554
63.63636363636364 31.202948597879885 0.2856523103224893 29.612895579510543 0.27709940476691586 27.977982245505657 0.14169356559196072 27.633787577764622 0.12000285523600858 28.442386276585015 0.1506721131684965 27.179141960291403 0.217139283040893
64.64646464646465 31.244104489751525 0.2933748113164943 29.65827675774047 0.28730226373125656 28.011357432583 0.14675499671766976 27.662777835232493 0.12463910289274269 28.474703174599714 0.1571378794390256 27.192823792142885 0.22027751836433637
65.65656565656566 31.27594204136422 0.30271847036396493 29.693324421129397 0.29936793690057584 28.034978005974125 0.15491776240578092 27.68345650285522 0.13191520840395765 28.498805878488163 0.16566171361169757 27.200321962664514 0.2242780865687636
66.66666666666667 31.298938198408063 0.31337220542927907 29.718568407951295 0.3128766810606895 28.049389052335187 0.16543485633712368 27.696285404513382 0.14117519995451905 28.515133403060535 0.17573309726707925 27.202017486978875 0.22902872483258516
67.67676767676768 31.314058038007676 0.3246164220595205 29.73508019134197 0.326930264295236 28.05567042536732 0.17672640292035985 27.7021806475172 0.1510682859037538 28.524564638121394 0.186311974558594 27.198648905980022 0.23413885261326445
68.68686868686869 31.322258309649666 0.33573857686508424 29.743922016830115 0.34067129419371106 28.05489372453494 0.18741071175107812 27.7020512792986 0.1604217617717699 28.527971319689744 0.1964617982095999 27.19094988823872 0.23921419692035994
69.6969696969697 31.32448803871273 0.34611092662998094 29.746147572770898 0.35336765045112783 28.04812298556026 0.19641602864691016 27.696799872390102 0.1683293899849687 28.526218585812373 0.2054279828626485 27.179649713212612 0.24391606579117522
70.70707070707071 31.321689594517085 0.35522881841708365 29.742803176268065 0.3644467114745315 28.036415881080046 0.2029684635294259 27.687323542718698 0.17413750449638532 28.520165951500065 0.2126480220449111 27.165474096444918 0.2479975940836182
71.71717171717172 31.314799752763776 0.36272466993767893 29.734928952885664 0.3735024517323965 28.020824916030502 0.20654754837492179 27.674514963372154 0.17740570960650556 28.510668278960832 0.2177363846076517 27.149146011887662 0.25132409475007395
72.72727272727273 31.30475075326519 0.3683691562147209 29.72356001114723 0.3802905526745194 28.002398618773498 0.20684657826245478 27.659263374698508 0.17787241191650602 28.498576743953183 0.22046556725266406 27.131386512047364 0.2538836603511055
73.73737373737374 31.29247135385694 0.372066670806669 29.709727612814785 0.38471964661279534 27.982182728970635 0.20374833619356664 27.642455591591997 0.17543333655439597 28.484739799075037 0.22075150928521292 27.112915546647052 0.25579180847950217
74.74747474747475 31.27888788139073 0.37384846725794746 29.694460339942427 0.3868420029630086 27.961221383216238 0.19731844982837268 27.624977008821674 0.17013435445219938 28.470004134807787 0.21864552131995021 27.09445278050095 0.2572912169095639
75.75757575757576 31.264925280690946 0.373864271635783 29.678785259688393 0.38684394228216124 27.940558299428137 0.18781820844193314 27.60771260525091 0.162179546658731 28.455215639126028 0.21433241261835692 27.076718411292724 0.2587449370619047
76.76767676767678 31.251559721133216 0.3723898542365901 29.663786401599822 0.38505690446297997 27.921300567978932 0.17572340964328692 27.591600795530706 0.15194649783283534 28.441269295323373 0.20814343368841773 27.06048039240587 0.26058596799660555
77.77777777777779 31.2399754838721 0.369876798265363 29.650779155309987 0.38202087030658477 27.904809070210128 0.1617428332983477 27.577794170303292 0.14000994649280474 28.42925806195999 0.20060542377746646 27.046695513025416 0.26318858688006164
78.7878787878788 31.231306036116777 0.36691361855474147 29.641022442502226 0.37844030138079277 27.8923839830174 0.14698828542369488 27.567394028979265 0.12727420114040788 28.42022706957191 0.19245850952435342 27.036276235386264 0.2669052468622278
79.7979797979798 31.226228937448745 0.3642541853533473 29.63526840574695 0.3752226146412558 27.88477279498341 0.13312006212484254 27.561035091114853 0.11510805016460765 28.41478907724296 0.18471084322772643 27.029725977739876 0.2719575018693016
80.80808080808082 31.22530042535234 0.3627122391456072 29.63413433910255 0.37335176366062833 27.882576501708748 0.12250585503845811 27.559228377868756 0.10548697508158669 28.41344202147691 0.17856970129660626 27.027440129222104 0.2784860248253965
81.81818181818183 31.229216969257 0.362906062336895 29.638393183633433 0.373578481263717 27.88655033767158 0.11741280901268245 27.562615904891132 0.10036266936773619 28.416810468013992 0.17503590709143418 27.02991762623024 0.286454426840482
